GPA,Semester_GPA,CGPA,Stress_Index,Attendance_Rate,Study_Hours_per_Day,Assignment_Delay_Days,Part_Time_Job,Dropout
0.0,0.0,0.0,7.3,85.6,5.71,3,0,1
2.02,2.04,2.0,6.9,86.9,3.77,2,0,0
1.14,1.07,1.13,6.5,86.5,2.28,3,1,1
2.42,2.2,2.28,5.9,74.9,4.36,1,0,0
1.73,1.61,1.62,6.5,81.5,5.26,0,0,0
3.12,3.17,3.23,6.0,90.2,2.67,1,0,0
2.19,2.31,2.35,6.9,84.8,4.83,2,0,0
1.15,1.19,1.19,8.5,95.8,1.41,3,1,1
3.02,2.82,2.78,5.2,83.9,5.11,1,0,0
1.19,1.12,1.19,7.3,61.9,4.09,4,0,1
2.16,2.23,2.23,7.4,69.2,2.03,0,0,0
3.77,3.14,3.24,2.7,85.7,2.77,2,1,0
0.0,0.12,0.12,8.0,82.1,4.11,2,1,1
3.26,3.55,3.5,7.6,91.2,2.87,1,0,0
0.42,0.42,0.42,5.8,73.9,5.17,0,1,1
3.11,3.24,3.24,6.3,94.0,5.02,3,1,0
1.49,1.21,1.21,5.3,95.0,3.75,3,1,0
0.0,0.0,0.0,10.0,82.6,4.59,1,0,1
2.41,2.67,2.71,8.2,80.0,6.52,2,0,0
1.85,1.95,1.95,7.3,80.4,4.31,2,0,0
1.39,1.19,1.15,6.8,100.0,1.69,3,0,1
2.33,1.88,1.88,8.2,77.4,3.01,0,0,1
2.22,2.16,2.26,3.6,79.3,3.01,2,0,0
3.72,4.0,4.0,6.8,92.0,4.81,1,0,0
2.5,2.57,2.55,8.4,85.9,2.34,5,1,0
2.27,2.12,2.16,6.0,75.0,4.7,3,1,0
3.08,3.07,3.06,5.6,88.5,3.17,0,1,1
1.27,1.27,1.32,4.4,76.7,3.12,3,1,1
0.51,0.6,0.59,6.2,72.5,3.14,3,1,1
2.74,2.72,2.72,2.9,77.5,5.27,2,0,0
2.54,2.56,2.57,5.8,85.0,4.28,1,0,1
1.42,1.59,1.57,5.7,80.2,5.12,2,0,0
3.39,3.06,3.06,6.7,77.6,5.38,0,0,0
3.41,3.13,3.17,5.9,74.8,7.48,0,1,0
1.98,1.99,2.01,6.0,83.0,5.51,5,0,1
1.69,1.92,1.86,4.8,79.1,3.71,0,0,1
1.68,2.12,2.17,5.8,82.0,2.88,0,0,0
1.49,1.65,1.65,6.7,84.8,4.34,4,1,1
1.24,0.67,0.67,4.5,78.6,1.25,3,1,1
1.85,1.89,1.94,4.1,89.5,2.87,0,0,1
2.15,2.06,2.08,4.3,92.0,4.87,1,0,1
2.2,2.07,2.0,5.3,76.8,6.32,1,1,1
0.0,0.0,0.0,9.0,89.8,1.33,0,0,1
4.0,4.0,4.0,3.7,88.0,3.17,2,0,0
2.69,2.92,2.98,4.7,68.0,3.67,1,0,0
0.3,0.36,0.37,7.5,83.4,1.59,1,0,1
0.29,0.23,0.23,8.9,69.9,4.44,2,0,1
3.36,3.12,3.08,6.6,75.2,4.75,1,1,0
1.89,2.06,2.04,5.0,81.9,3.89,1,0,1
2.12,1.52,1.52,6.7,96.7,2.64,1,1,0
0.0,0.0,0.0,9.6,70.9,1.72,2,1,1
1.68,0.81,0.71,5.5,77.9,2.48,4,0,1
2.91,2.83,2.85,7.8,87.2,3.3,2,1,0
0.08,0.0,0.01,5.7,73.5,1.36,1,1,1
1.88,1.8,1.8,6.7,58.7,1.93,3,1,1
0.0,0.63,0.55,8.4,82.0,1.59,1,0,1
0.76,0.75,0.81,8.4,80.6,3.03,3,1,1
2.62,3.09,3.1,5.6,86.7,4.68,2,1,0
1.45,1.73,1.73,3.5,77.5,2.59,2,1,0
3.71,3.41,3.46,3.9,85.3,3.11,0,1,0
4.0,3.94,3.98,3.3,87.2,5.98,2,0,0
1.54,1.64,1.6,6.2,79.1,2.57,0,0,1
2.62,2.36,2.36,7.8,85.6,5.17,1,0,1
2.79,2.87,2.87,5.1,81.8,3.82,2,0,0
3.98,3.79,3.79,6.3,84.5,3.68,0,1,0
2.73,2.46,2.46,5.7,75.8,3.36,2,1,1
4.0,4.0,4.0,2.0,91.0,5.59,0,1,0
2.29,2.6,2.64,5.7,91.2,2.77,1,0,0
2.69,2.9,2.96,4.8,81.0,2.11,3,0,0
1.43,1.8,1.75,6.8,82.6,4.93,2,1,0
2.94,3.06,3.06,1.7,72.6,6.1,0,0,0
2.14,2.7,2.71,6.4,73.7,3.99,1,1,1
1.75,1.84,1.83,7.5,78.5,4.28,2,0,1
0.88,1.45,1.44,4.2,87.4,1.69,1,1,1
1.65,1.82,1.76,6.2,86.5,3.03,2,1,0
1.17,1.58,1.58,6.6,74.3,3.76,0,1,1
1.03,1.0,0.94,4.9,86.8,6.12,2,0,0
2.43,1.97,1.88,7.8,82.7,3.16,0,0,0
2.65,2.64,2.58,5.3,97.4,3.73,2,1,0
1.18,0.92,0.92,5.8,92.1,3.46,0,1,1
0.44,0.7,0.71,4.2,82.1,2.74,0,0,1
2.09,2.39,2.57,3.5,91.3,4.16,3,0,0
0.87,0.65,0.66,2.5,84.5,2.68,0,1,1
2.73,2.67,2.67,7.4,79.3,3.78,2,1,0
0.54,0.47,0.47,10.0,77.9,4.1,0,0,1
1.42,1.76,1.86,5.0,81.0,5.81,0,0,0
1.26,1.82,1.76,8.1,84.5,2.77,1,0,0
1.5,1.2,1.18,8.3,74.4,4.24,1,1,1
1.6,1.56,1.56,4.6,86.8,5.09,1,0,0
2.59,2.42,2.42,6.8,84.0,2.58,1,1,0
0.0,0.0,0.02,4.9,86.6,1.01,5,1,1
0.58,0.05,0.12,6.6,84.1,4.25,0,0,0
4.0,3.63,3.63,7.1,88.7,3.72,2,1,0
1.66,1.99,1.99,6.8,70.7,4.69,0,0,1
2.43,2.44,2.44,2.7,80.0,5.96,1,0,1
2.75,2.26,2.36,7.0,75.7,4.44,2,0,1
3.48,3.21,3.21,5.2,84.5,4.16,0,0,0
1.6,0.99,0.97,5.5,92.0,4.62,0,1,0
2.46,2.56,2.53,7.3,83.5,3.54,1,0,0
4.0,4.0,4.0,6.8,93.0,2.72,2,1,0
3.18,3.53,3.5,5.2,80.7,3.75,2,1,1
1.85,1.92,1.95,6.4,78.2,5.93,0,0,0
0.0,0.38,0.33,7.2,67.2,4.12,1,0,1
0.05,0.0,0.0,8.4,63.7,4.62,3,0,1
1.72,1.19,1.17,7.3,74.5,3.97,3,0,1
1.81,1.74,1.76,3.8,84.2,4.13,4,0,1
2.47,2.24,2.15,7.0,87.6,6.3,3,1,0
2.27,2.09,2.19,3.2,100.0,3.67,1,0,0
1.52,1.62,1.62,6.0,78.5,5.06,2,1,1
2.0,2.07,2.07,3.8,80.7,5.68,3,1,1
0.67,0.52,0.56,5.1,92.6,0.95,2,1,1
0.97,1.41,1.41,7.7,98.0,4.04,2,0,1
0.95,1.07,1.07,6.2,67.4,3.85,3,1,0
1.9,2.03,2.03,5.7,84.3,2.34,3,0,0
0.0,0.35,0.32,8.9,71.9,3.3,2,1,1
2.47,2.75,2.7,6.2,86.4,3.96,2,1,0
3.8,4.0,4.0,4.2,78.3,4.58,1,1,0
0.99,0.98,1.0,3.6,83.6,3.6,2,0,0
2.26,2.14,2.16,3.1,79.5,2.58,0,0,0
0.0,0.0,0.02,4.3,81.8,4.38,2,0,1
3.35,4.0,4.0,4.4,81.5,4.63,2,0,0
2.09,1.84,1.82,3.2,76.3,1.99,3,1,0
3.63,3.29,3.35,5.0,90.0,2.93,3,0,0
3.4,3.31,3.27,2.5,77.4,5.39,2,0,0
1.88,1.86,1.86,3.6,78.2,3.3,0,0,0
2.94,2.54,2.52,4.5,78.3,3.66,1,0,0
0.46,0.61,0.61,5.7,89.8,3.92,1,0,1
1.01,1.09,1.01,4.8,91.3,5.06,3,0,0
2.42,2.04,2.02,8.7,83.7,5.24,2,1,1
2.63,2.56,2.6,4.3,84.2,4.41,2,0,0
2.48,3.23,3.21,5.5,92.8,4.43,0,1,1
0.81,0.59,0.59,5.3,77.4,3.32,3,1,1
1.69,1.26,1.26,4.5,75.6,6.02,2,0,0
0.4,0.36,0.38,7.1,78.7,2.13,5,1,1
0.0,0.01,0.02,7.3,79.4,3.06,1,0,1
2.24,2.48,2.46,5.7,82.8,3.98,1,1,0
2.65,2.83,2.82,4.4,82.3,4.23,3,1,0
0.97,1.39,1.39,4.4,76.5,2.57,2,1,0
3.1,3.48,3.5,7.3,80.8,4.7,5,1,0
1.77,1.62,1.62,7.4,78.4,2.29,0,1,1
2.71,2.89,2.89,5.8,69.1,4.99,2,0,1
1.86,1.88,1.9,6.6,92.1,3.66,6,1,1
3.44,3.71,3.71,4.1,79.5,3.85,1,1,0
0.9,1.07,1.14,4.7,86.4,3.3,4,0,1
3.09,2.98,3.0,4.0,89.7,3.72,1,0,0
4.0,3.8,3.81,5.5,87.3,6.17,1,0,0
2.18,1.7,1.69,3.6,68.8,4.67,0,0,0
3.24,2.98,2.96,5.1,79.0,3.43,1,0,0
4.0,4.0,3.95,3.4,71.8,5.93,3,1,1
0.79,0.57,0.53,5.6,80.9,3.57,3,1,1
3.14,2.9,2.85,3.8,78.6,1.76,0,1,0
2.85,2.44,2.44,4.3,80.6,5.47,1,0,0
2.24,2.82,2.78,6.7,72.9,3.49,2,1,0
2.97,3.0,3.0,3.0,85.4,3.43,0,0,1
0.02,0.02,0.0,8.1,76.2,3.38,1,0,1
1.85,2.07,2.04,6.3,73.9,5.37,0,1,0
2.03,1.7,1.69,9.4,70.9,4.41,4,0,1
1.39,1.59,1.59,4.2,90.1,2.93,4,1,1
0.98,0.8,0.76,5.1,79.2,1.68,1,0,1
2.2,2.23,2.21,7.6,91.2,3.6,3,0,1
4.0,3.78,3.74,5.6,71.9,5.49,2,0,0
0.71,0.88,0.9,5.3,79.3,3.85,3,0,1
0.63,0.88,0.88,7.8,88.7,2.9,1,0,1
2.46,2.38,2.42,5.6,80.9,2.68,1,0,1
2.16,2.42,2.47,5.9,73.7,4.96,4,0,1
0.68,0.69,0.69,8.6,79.2,4.0,2,0,0
2.13,1.85,1.79,5.8,65.8,6.38,0,0,0
0.95,1.04,1.07,7.3,84.3,1.09,1,1,0
4.0,4.0,4.0,2.6,78.6,1.72,2,0,0
4.0,4.0,3.94,3.3,88.3,5.82,2,1,0
1.31,1.41,1.36,5.1,79.2,3.12,3,0,1
2.48,3.02,3.0,2.0,72.3,3.56,1,0,0
3.45,3.26,3.25,6.3,89.9,4.33,3,0,0
1.93,1.85,1.8,4.6,87.5,3.83,1,0,0
1.75,1.71,1.71,8.7,98.5,3.06,1,1,0
2.03,2.31,2.31,3.3,79.3,2.18,2,1,0
0.0,0.0,0.07,9.0,72.6,2.92,1,0,1
1.24,1.5,1.5,7.0,84.3,0.92,5,0,1
1.51,1.54,1.54,9.3,88.1,3.56,3,0,1
2.94,2.96,2.96,4.0,78.2,3.32,1,0,0
1.11,0.88,0.88,5.7,85.1,1.91,2,0,1
1.62,2.08,2.09,6.9,83.0,5.47,0,1,0
2.4,2.39,2.33,8.9,86.9,4.84,0,0,1
3.02,2.72,2.73,2.9,90.5,4.06,2,1,0
3.69,3.81,3.75,5.3,80.0,4.9,4,1,0
1.18,1.5,1.5,5.2,66.5,3.57,1,1,1
0.7,1.08,1.27,6.1,76.1,4.16,2,0,0
2.7,2.83,2.83,5.2,83.9,4.99,3,0,0
1.17,1.36,1.35,8.7,79.9,4.73,1,1,1
1.14,0.66,0.57,2.4,91.6,3.26,3,1,0
1.02,1.37,1.34,5.9,81.5,5.22,3,0,1
2.17,2.05,2.05,7.2,81.9,3.49,3,1,1
1.47,1.6,1.66,7.2,79.1,5.88,0,0,1
2.48,2.14,2.06,7.1,87.9,4.85,3,0,0
0.0,0.32,0.34,5.0,81.8,3.85,2,0,0
3.37,3.25,3.28,7.0,90.6,5.58,5,1,1
2.66,2.73,2.67,7.1,93.8,4.11,1,1,0
3.11,2.99,3.01,7.0,95.6,3.86,1,0,0
2.66,3.02,2.99,5.8,90.2,6.47,3,0,0
4.0,4.0,3.98,2.5,97.2,2.66,3,1,0
2.95,3.18,3.18,5.2,84.6,5.95,0,0,0
2.38,2.26,2.37,7.0,85.4,3.61,0,0,0
0.09,0.02,0.01,9.4,66.4,3.62,2,1,1
2.94,3.42,3.42,9.0,81.6,3.81,0,1,1
1.86,1.94,1.97,5.6,86.1,2.5,0,0,1
3.16,3.21,3.18,4.9,94.5,2.88,1,0,0
0.57,0.52,0.51,6.9,80.4,5.01,2,1,1
1.51,1.77,1.76,6.8,73.6,3.64,0,0,1
1.39,1.27,1.27,6.8,77.3,4.64,3,1,0
2.95,2.64,2.64,3.6,91.4,3.83,0,1,1
2.25,2.53,2.47,5.9,86.1,1.41,2,1,1
2.45,2.08,2.08,2.4,84.7,3.29,1,0,1
1.32,1.26,1.27,5.0,73.6,5.02,4,0,0
0.0,0.0,0.0,6.2,88.9,3.57,1,1,1
3.26,3.48,3.44,2.8,79.5,4.23,1,0,0
1.31,1.25,1.28,4.9,82.9,4.16,3,1,0
2.81,3.08,3.06,2.5,95.5,4.98,3,0,1
1.56,1.1,1.11,7.9,72.1,4.88,1,0,1
1.47,1.54,1.5,5.4,86.3,2.57,1,0,1
3.41,3.39,3.41,5.1,79.9,4.35,0,1,0
1.93,1.88,1.85,5.4,85.3,3.04,2,0,0
1.32,1.44,1.44,5.9,83.3,3.62,2,1,1
1.07,1.03,1.07,3.7,81.9,0.92,3,1,1
3.34,2.84,2.87,4.4,90.8,3.65,2,0,0
2.52,2.68,2.69,5.6,78.4,5.83,0,0,0
2.03,2.3,2.32,3.7,81.8,4.55,3,1,0
4.0,4.0,4.0,6.1,73.2,2.82,4,0,0
0.94,0.86,0.89,4.8,83.9,6.2,2,1,1
1.81,2.04,2.15,7.8,80.6,4.68,2,0,0
1.91,2.0,2.0,6.8,91.2,4.33,0,0,0
0.95,1.28,1.23,5.8,85.3,1.22,3,0,0
1.24,1.23,1.31,5.9,86.7,5.65,2,0,1
1.39,1.38,1.38,6.1,86.1,4.15,0,1,1
2.07,2.05,2.0,8.6,85.8,2.87,2,0,0
3.86,4.0,4.0,5.4,84.4,6.0,2,0,1
2.82,2.4,2.41,5.9,78.0,5.65,0,0,0
0.54,0.39,0.39,3.9,73.6,3.15,2,1,1
1.19,0.85,0.7,5.0,77.6,2.76,3,1,1
2.1,2.35,2.33,5.5,86.9,5.19,2,1,0
1.49,1.48,1.48,8.9,83.1,3.25,2,0,0
1.84,2.45,2.41,5.8,79.8,5.0,1,1,1
3.56,3.18,3.13,1.6,85.2,3.12,1,0,0
2.89,2.66,2.58,5.5,84.1,6.29,3,0,1
3.54,3.58,3.58,5.2,75.7,7.28,2,0,0
1.89,1.93,1.93,4.1,72.8,6.54,1,0,1
1.99,2.31,2.3,6.3,97.3,5.91,2,1,0
2.03,1.67,1.7,4.9,67.5,3.27,5,1,0
2.69,2.38,2.42,3.0,82.4,4.49,1,1,1
0.76,0.99,1.03,7.2,71.3,4.56,2,0,1
2.34,2.92,2.92,4.7,71.3,4.97,1,1,1
2.41,2.36,2.35,6.0,86.0,5.73,1,0,0
1.4,1.48,1.48,5.1,90.3,4.59,2,0,1
0.49,0.18,0.17,8.0,68.6,2.95,2,1,1
2.76,3.06,3.08,4.0,87.2,4.15,1,1,0
1.1,0.89,0.89,4.1,86.7,3.51,3,0,0
2.42,2.42,2.39,4.1,72.3,1.91,2,0,0
3.45,3.41,3.32,3.0,84.5,3.4,2,0,0
2.78,2.93,2.91,5.0,89.0,4.05,0,1,0
1.84,1.8,1.8,3.1,83.9,2.45,1,0,0
1.51,1.08,1.0,5.3,77.0,4.4,1,1,1
0.92,1.22,1.24,6.5,71.9,2.73,3,0,1
1.92,1.51,1.5,6.5,75.8,3.33,1,0,1
2.35,2.32,2.33,3.6,72.2,0.97,1,0,0
2.29,2.02,2.02,5.6,71.8,5.34,1,0,1
2.5,2.84,2.82,4.5,76.5,4.82,1,0,0
1.72,1.86,1.88,3.7,75.3,3.28,2,0,0
0.0,0.0,0.0,2.9,76.1,3.95,3,1,1
2.15,2.85,2.82,6.2,74.0,1.77,2,1,1
2.14,2.02,1.95,6.4,78.1,5.53,2,1,1
1.62,1.95,1.88,2.0,81.6,1.63,3,0,0
2.02,2.46,2.47,7.9,62.3,5.94,2,0,0
0.89,0.98,0.98,3.6,71.1,4.24,1,0,1
1.07,0.95,0.93,6.4,72.1,2.35,5,1,1
3.6,3.21,3.22,5.3,81.9,5.82,0,0,0
2.02,1.89,1.89,7.2,87.9,5.56,1,0,0
2.86,2.47,2.53,7.1,72.2,2.98,2,1,1
0.51,0.22,0.19,6.7,78.2,4.5,3,1,1
3.1,2.81,2.86,3.5,72.4,3.52,3,0,0
2.33,2.35,2.41,6.1,83.2,4.56,3,1,0
1.28,1.14,1.14,5.5,82.9,4.68,4,0,1
3.09,3.34,3.33,7.2,89.7,4.36,3,1,1
0.0,0.0,0.06,7.9,82.3,2.49,2,0,1
1.96,1.79,1.79,1.7,86.8,3.88,1,1,1
1.1,1.14,1.08,4.3,77.7,3.79,1,0,1
0.0,0.7,0.72,8.8,77.6,2.31,3,0,1
3.07,2.81,2.86,3.2,75.9,5.39,3,0,0
0.49,0.36,0.37,7.5,94.5,3.27,3,0,1
4.0,4.0,4.0,2.4,82.7,2.52,0,0,0
1.11,1.09,1.09,4.8,76.5,1.45,4,0,0
3.26,2.82,2.87,4.2,83.3,4.7,3,1,0
0.0,0.0,0.0,9.0,77.8,4.98,1,0,1
1.66,1.03,1.03,7.8,73.0,4.53,2,1,1
1.5,1.56,1.56,5.0,75.8,2.25,5,0,0
0.0,0.04,0.04,7.7,72.0,2.66,1,1,1
2.49,2.81,2.78,5.0,77.8,4.41,1,0,1
0.95,0.85,0.75,6.4,88.9,3.92,2,0,1
2.46,2.84,2.84,3.2,71.4,4.37,2,1,0
3.32,2.83,2.83,4.4,91.4,1.62,4,0,0
1.99,1.77,1.87,4.9,90.2,4.88,2,0,1
2.09,2.48,2.47,7.8,81.3,4.3,1,0,0
2.14,2.24,2.26,5.2,91.9,1.1,5,1,0
1.77,1.87,1.87,5.3,84.7,3.99,1,0,1
3.12,3.2,3.2,3.2,73.5,4.17,2,1,1
1.32,1.51,1.51,2.7,82.0,1.42,1,1,1
2.15,2.64,2.72,6.3,89.1,5.19,1,0,0
4.0,3.56,3.65,4.8,85.6,6.51,1,0,0
2.62,2.28,2.22,7.7,82.8,3.63,0,0,0
1.48,1.39,1.4,3.9,75.2,5.15,1,1,1
1.99,2.21,2.21,8.2,87.6,4.45,1,0,0
3.34,3.41,3.41,5.6,94.8,5.64,0,1,0
2.54,2.77,2.77,3.6,81.4,3.9,3,1,0
2.39,2.1,2.04,4.1,73.9,4.9,2,0,1
4.0,4.0,3.95,3.8,87.1,4.84,2,0,1
1.49,1.32,1.3,9.8,90.8,4.46,1,0,1
2.43,2.1,2.03,5.7,87.3,3.09,4,0,0
1.46,1.42,1.47,3.7,93.4,2.84,2,0,1
4.0,3.98,3.98,3.3,93.0,4.0,1,0,0
1.85,1.84,1.84,5.1,86.5,2.54,3,0,0
3.72,3.84,3.87,3.7,77.7,4.62,3,0,0
1.58,1.86,1.84,7.2,69.6,4.15,2,0,0
0.75,0.25,0.29,9.0,81.8,4.18,2,0,1
0.13,0.0,0.0,7.2,80.3,6.07,1,1,1
1.66,2.19,2.16,6.5,76.8,3.46,1,1,1
2.09,2.01,2.0,6.3,79.8,3.48,0,1,0
1.21,1.3,1.29,6.1,75.9,0.81,2,0,1
1.54,1.26,1.29,5.8,79.5,4.25,2,0,1
2.67,2.55,2.53,5.4,74.6,3.14,3,1,0
1.0,1.64,1.65,5.9,65.0,3.97,2,0,1
2.54,2.68,2.68,6.3,84.2,3.71,3,0,0
1.28,1.53,1.58,8.7,84.9,4.32,3,0,0
2.22,1.95,1.95,2.9,91.7,3.32,2,0,0
1.91,2.26,2.25,5.5,81.8,2.32,2,1,0
3.3,3.07,3.07,3.0,82.9,3.51,2,0,0
2.13,1.61,1.61,4.4,74.9,5.4,2,0,0
3.97,4.0,4.0,5.3,89.8,4.42,2,0,1
2.27,2.3,2.3,5.7,81.2,3.56,0,1,0
3.16,3.14,3.19,5.6,88.2,3.81,2,0,0
4.0,3.93,3.93,1.0,84.5,5.65,3,0,0
2.56,2.64,2.66,5.2,80.2,2.37,0,0,0
3.74,4.0,3.86,4.4,83.3,4.23,2,0,0
2.82,3.33,3.33,7.0,66.0,3.21,4,0,0
1.53,1.5,1.51,7.8,84.3,3.02,3,0,0
2.22,2.36,2.31,5.8,77.8,2.53,2,1,0
0.0,0.2,0.14,5.4,79.8,3.64,2,0,1
1.39,2.11,2.11,8.6,66.2,3.35,2,0,1
0.29,0.28,0.22,9.5,90.4,0.6,4,1,1
1.95,2.4,2.43,5.5,86.0,2.57,2,0,1
2.85,2.9,2.91,4.9,85.9,4.81,4,0,0
3.6,3.58,3.65,3.8,83.1,6.86,1,1,0
2.7,2.76,2.76,8.1,70.4,5.03,0,1,1
2.02,2.33,2.29,9.2,74.6,3.16,3,0,1
4.0,4.0,4.0,3.8,85.4,4.5,2,0,0
4.0,4.0,3.97,6.7,80.5,3.87,4,0,0
2.87,3.13,3.14,5.4,93.0,4.21,3,0,0
0.6,0.59,0.55,6.5,76.6,5.41,4,1,1
0.31,0.14,0.14,5.4,84.7,3.36,4,1,1
4.0,3.94,3.94,5.5,87.7,2.81,1,1,0
1.62,1.86,1.86,5.3,92.8,2.92,0,0,1
0.0,0.14,0.17,6.6,74.9,4.1,2,0,1
2.36,2.14,2.18,7.4,79.9,4.04,3,0,0
1.05,0.88,0.88,8.0,69.2,4.79,2,1,1
2.08,1.81,1.81,4.9,79.8,4.27,2,1,1
0.0,0.0,0.0,8.2,83.0,3.39,0,1,1
0.41,0.56,0.5,6.3,83.9,2.68,1,0,1
0.77,1.02,0.99,7.5,86.6,3.73,2,1,1
2.78,2.57,2.48,5.9,69.4,2.34,2,0,0
2.32,2.23,2.34,6.7,75.0,2.79,5,1,0
0.76,0.67,0.67,5.8,83.4,2.76,2,0,1
1.94,1.58,1.61,3.8,87.6,4.71,1,1,0
4.0,4.0,4.0,5.0,97.0,3.68,3,0,0
0.8,0.99,0.94,6.2,74.6,5.18,0,0,0
2.91,2.62,2.63,3.4,83.1,1.53,0,0,0
0.61,0.2,0.17,7.0,77.5,4.35,0,0,1
3.86,4.0,4.0,1.3,81.2,5.37,0,0,0
2.67,2.43,2.48,3.7,81.6,2.68,1,1,0
1.38,1.65,1.58,6.7,96.8,0.91,2,1,0
1.75,1.71,1.77,10.0,83.5,3.8,3,1,0
2.69,2.41,2.51,7.7,83.3,2.91,1,0,0
1.57,1.89,1.89,10.0,82.6,3.91,1,0,1
2.8,2.73,2.73,2.3,84.1,5.35,6,0,0
2.73,3.33,3.39,4.9,79.2,6.73,1,1,0
1.62,2.27,2.31,6.2,80.6,4.35,3,1,0
3.47,3.65,3.65,4.2,85.6,4.89,2,0,1
2.67,2.61,2.65,5.2,79.1,4.27,3,1,0
2.54,2.58,2.58,4.1,96.6,4.43,1,0,0
3.13,3.23,3.17,7.7,88.8,2.01,1,0,0
4.0,4.0,4.0,6.8,85.7,3.59,3,0,1
1.36,1.17,1.2,3.0,79.0,1.69,1,0,1
1.68,1.42,1.49,7.0,88.4,3.49,2,1,1
2.42,3.02,3.01,5.0,87.6,5.63,1,0,1
2.77,2.66,2.75,5.2,81.8,3.36,1,1,0
3.86,3.81,3.77,4.1,82.6,5.22,3,1,0
1.92,1.75,1.71,4.8,80.5,5.8,2,0,0
2.6,2.36,2.49,2.8,76.4,3.25,0,0,0
0.96,0.07,0.07,8.6,85.6,5.13,2,0,1
2.46,2.51,2.51,4.2,77.1,3.99,1,0,0
0.87,0.74,0.74,5.1,86.3,3.81,2,1,1
2.25,2.4,2.36,6.1,77.6,4.68,3,1,0
0.1,0.11,0.13,10.0,69.3,5.99,3,0,1
1.77,1.49,1.47,5.6,87.8,3.6,5,1,1
1.77,1.45,1.53,6.0,96.6,3.33,3,0,0
1.82,1.71,1.62,3.9,91.6,3.87,4,0,1
2.41,2.39,2.39,2.5,76.4,3.8,3,1,0
2.34,2.53,2.53,3.5,72.2,3.44,0,0,1
2.84,2.97,2.93,4.5,64.9,5.51,7,1,0
2.75,2.81,2.82,3.8,86.6,4.77,4,0,0
1.01,0.93,0.83,8.2,78.2,2.76,1,1,1
1.55,1.71,1.68,5.8,65.0,5.65,4,0,1
3.06,3.06,3.18,6.0,77.3,3.96,0,0,0
4.0,4.0,3.96,5.8,90.4,5.83,1,1,0
1.82,1.71,1.68,4.8,75.5,4.39,1,0,0
2.42,2.91,2.91,4.9,82.9,5.95,1,1,1
3.14,3.01,3.08,2.9,87.5,5.73,2,0,1
2.62,2.39,2.5,7.7,93.0,5.29,1,1,0
2.04,1.63,1.56,4.9,68.2,5.15,2,1,1
0.35,0.12,0.12,6.9,74.8,3.42,3,1,1
2.13,2.61,2.55,5.2,75.5,4.33,2,0,1
0.81,0.86,0.86,6.5,86.1,2.48,1,0,0
1.15,0.74,0.8,4.6,78.5,4.01,2,1,1
2.07,2.3,2.33,6.2,82.5,5.69,2,1,1
3.0,2.89,2.87,4.9,88.5,5.29,4,0,0
1.35,1.54,1.62,7.8,79.9,3.78,3,1,1
0.49,0.6,0.6,5.5,88.7,2.73,4,0,1
2.9,3.31,3.29,7.3,75.8,4.38,2,1,1
2.44,2.34,2.35,4.9,83.9,3.71,0,0,1
3.5,3.74,3.78,4.8,75.6,4.55,0,0,0
2.34,2.49,2.49,4.7,70.4,4.14,2,0,0
1.72,1.5,1.48,5.7,84.0,3.75,4,0,1
2.79,2.69,2.68,9.3,80.2,4.89,2,1,1
2.73,2.56,2.61,5.0,81.8,0.5,2,0,0
0.41,1.13,1.13,8.7,77.7,4.12,0,0,1
2.14,2.31,2.25,6.0,75.1,5.99,3,1,0
2.74,2.49,2.52,3.2,86.0,6.12,2,1,0
1.89,2.02,2.02,3.4,86.2,3.18,3,0,0
0.7,0.63,0.59,5.8,79.0,5.45,0,0,1
1.75,1.66,1.67,8.3,67.9,4.01,2,0,1
2.42,2.49,2.46,3.4,85.6,1.84,2,0,0
0.71,0.83,0.78,5.3,77.1,2.33,3,1,1
1.29,1.31,1.39,5.2,86.0,5.45,4,0,1
3.94,3.77,3.7,7.5,82.9,3.22,0,0,0
3.85,3.47,3.43,4.3,85.3,4.87,2,0,0
0.99,0.98,0.98,6.8,78.8,4.12,3,0,1
2.07,2.07,2.16,6.6,70.6,1.86,4,0,1
2.02,1.73,1.73,5.4,76.9,3.22,3,0,1
1.65,1.51,1.58,6.5,80.9,1.63,0,0,1
1.9,2.03,2.03,6.7,84.2,5.21,2,0,1
1.41,1.69,1.7,6.5,71.9,5.33,0,1,0
0.87,1.29,1.25,5.1,82.1,3.64,1,0,0
0.08,0.0,0.0,8.6,78.5,5.2,0,0,1
1.48,0.71,0.71,7.9,72.9,5.9,1,0,0
3.15,3.11,3.11,2.6,89.4,2.72,0,0,0
0.24,0.08,0.08,6.9,78.5,2.65,5,1,1
1.71,1.95,1.92,6.1,87.4,6.14,1,0,0
4.0,3.38,3.46,3.2,87.6,3.92,1,0,0
1.41,1.71,1.75,6.9,85.1,3.54,3,0,1
0.98,0.72,0.71,6.6,82.1,4.17,2,0,1
2.42,2.42,2.39,7.5,76.7,4.85,2,1,1
0.85,0.83,0.81,7.4,100.0,3.3,0,0,0
1.78,1.65,1.65,9.4,68.9,5.32,0,1,1
1.25,1.48,1.5,7.2,85.6,5.81,3,0,1
4.0,3.84,3.84,4.5,73.5,7.04,2,1,0
1.03,1.49,1.51,7.4,85.8,2.92,1,1,0
3.45,3.75,3.74,4.7,77.1,2.26,0,0,0
2.2,2.48,2.5,2.3,67.2,3.34,0,0,0
